model,model_name,image_id,category,code_language,dists,clip_sim,edge_iou,edge_f1
gpt-oss,GPT-OSS,329,metric geometry - length,tikz,0.39761942625045776,0.8578373789787292,0.03301660344004631,0.0639226928396241
gpt-oss,GPT-OSS,33,unknown,tikz,0.3224896192550659,0.7989012002944946,0.08783933520317078,0.16149321102542993
gpt-oss,GPT-OSS,330,metric geometry - area,tikz,0.22531092166900635,0.9757265448570251,0.07033783197402954,0.13143108449032523
gpt-oss,GPT-OSS,331,algebra,tikz,0.28732049465179443,0.8652747273445129,0.11261185258626938,0.20242791847986452
gpt-oss,GPT-OSS,333,metric geometry - area,tikz,0.28002244234085083,0.9397153854370117,0.051821764558553696,0.09853716513574688
gpt-oss,GPT-OSS,334,logic,tikz,0.24008941650390625,0.8918406963348389,0.095238097012043,0.17391304115190054
gpt-oss,GPT-OSS,335,solid geometry,tikz,0.319677472114563,0.879256010055542,0.04917241260409355,0.09373562091094127
gpt-oss,GPT-OSS,336,statistics,python,0.28280818462371826,0.8787315487861633,0.09489843249320984,0.1733465504068055
gpt-oss,GPT-OSS,337,algebra,tikz,0.3000386953353882,0.7409917116165161,0.023867487907409668,0.04662222331943033
gpt-oss,GPT-OSS,34,combinatorial geometry,tikz,0.27803587913513184,0.8480448722839355,0.04575912281870842,0.0875136930240088
gpt-oss,GPT-OSS,340,algebra,tikz,0.4058504104614258,0.7044943571090698,0.003294078866019845,0.006566527012240337
